id,title,original_title,type,description,primary_image,content_rating,start_year,end_year,release_date,is_adult,runtime_minutes,average_rating,num_votes,company_id,company_name,genre
tt27458104,Becoming the Night: A Nightwing Story,Becoming the Night: A Nightwing Story,movie,In 2034 Batman Inc. is the leading body of government in the United States and meta-humans are now a rare breed from their powers being stricken by mandatory vaccines and chemical-tainted food and water.,,,2025,0,2025-06-19,false,0,0.0,0,co0123927,DC Entertainment,Action
tt35435308,SKG: Death Row Records - Thru My Eyez (Documentary),SKG: Death Row Records - Thru My Eyez (Documentary),movie,"LA rapper shares her raw journey from troubled youth to Death Row Records artist, facing addiction, loss, and violence while working with legends and finding her path to redemption.",https://m.media-amazon.com/images/M/MV5BNGMxMGUyYmUtYmU1ZS00NzA3LWI5NDYtZmNlOTU4NjhmYTZhXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-06-28,false,0,0.0,0,co0924067,Helecia Choyce and Associates,Documentary
tt22898462,The Conjuring: Last Rites,The Conjuring: Last Rites,movie,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,https://m.media-amazon.com/images/M/MV5BNDAzMWNjZDYtZDI0MC00Y2ViLTk1ODUtY2NjMDkxZGQ3MDg4XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-09-05,false,0,0.0,0,co0504531,Atomic Monster,Horror
tt28443655,Death of a Unicorn,Death of a Unicorn,movie,Father-Daughter duo Elliott and Ridley hit a unicorn with their car and bring it to the wilderness retreat of a mega-wealthy pharmaceutical CEO.,https://m.media-amazon.com/images/M/MV5BYjMzMjc0MjMtMTIzYS00N2VlLThlZjYtNjkwYjRhYTZlNjM1XkEyXkFqcGc@._V1_.jpg,R,2025,0,2025-03-28,false,104,5.4,383,co0390816,A24,Comedy
tt13020386,Four Letters of Love,Four Letters of Love,movie,"Based on Niall Williams' best-selling novel. Nicholas and Isabel were made for each other but how will they ever know it? As ghosts, fate and the sheer power of true love pull them together, so too does life threaten to tear them apart.",https://m.media-amazon.com/images/M/MV5BMWEzNTVhOWYtMTdmZC00MTVlLWE2ZGMtNWY2YmNkZDZjNzA0XkEyXkFqcGc@._V1_.jpg,,2024,0,2025-04-25,false,125,6.9,27,co0458832,Genesius Pictures,Drama
tt10209920,Alien Wars: Judgement Day,Alien Wars: Judgment Day,movie,"After an alien catastrophe, a few remaining human souls try to hold on to their sanity and their reality as humanity slowly slips into darkness.",https://m.media-amazon.com/images/M/MV5BNzUyMjNlZmEtZDQxZC00ZDBjLThiNWUtNDFlMmE0ODMzMTljXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-29,false,90,0.0,0,co1057746,Masch Global Media,Sci-Fi
tt8639168,Crawlers,Crawlers,movie,"In the year 2030, a Zombie Pandemic of Biblical proportions decimates the United States' population. American survivors rush to Mexico to 'El Santuario del Sur', the southern sanctuary, a rocky plateau believed to be zombie free.",https://m.media-amazon.com/images/M/MV5BZjVjNmNlYmUtMWRiOS00ODFmLWE0MDAtMDAyMDkzMThiYWQyXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-06-10,false,90,0.0,0,co0704224,Aye Films,Action
tt15138244,Divine Soldiers,Divine Soldiers,movie,,https://m.media-amazon.com/images/M/MV5BYTg1MDZkODYtNzM1MS00YzljLThlNjUtYmU0NDM3NTI4ZjBjXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-07-04,false,0,0.0,0,co0842856,Art Confidential,Action
tt21942598,Freaky Tales,Freaky Tales,movie,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe.",https://m.media-amazon.com/images/M/MV5BOTYyNmYyN2EtYTFjNS00ZWY5LWJiZmMtNTk5N2MyYzkzMDhmXkEyXkFqcGc@._V1_.jpg,R,2024,0,2025-04-04,false,106,6.4,364,co0515595,MACRO,Action
tt23939106,Ponyboi,Ponyboi,movie,"Unfolding over the course of Valentine's Day in New Jersey, a young intersex sex worker must run from the mob after a drug deal goes sideways, forcing him to confront his past.",https://m.media-amazon.com/images/M/MV5BYTJhZmM2MzItOGQ3ZC00NDAwLWJjZDYtYThiNjQxOWRlZTAzXkEyXkFqcGc@._V1_.jpg,,2024,0,2025-06-27,false,103,5.7,269,co1044097,Tideline Entertainment,Drama
tt30274401,Five Nights at Freddy's 2,Five Nights at Freddy's 2,movie,"1987, after a rather unstable life, Jeremy Fitzgerald found work as a security guard at the new Freddy's Fazbear Pizzeria, but when he entered there he would realize that not everything there is as it seems.",https://m.media-amazon.com/images/M/MV5BZmYxZjEwYTAtOWY0ZS00MzExLWJkMmItYTM1YjdlZDZmYTZkXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-05,false,0,0.0,0,co0005073,Universal Pictures,Horror
tt34966919,Magic Farm,Magic Farm,movie,"A media crew mistakenly ends up in the wrong country while trying to profile a musician. As they collaborate with locals to create a viral trend, relationships form amid an unfolding health crisis.",https://m.media-amazon.com/images/M/MV5BZjA3Zjc2ODMtNGY2NS00ZjcxLWFiYWYtOTNkMTY2MTQ3OTRkXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-16,false,93,7.0,50,co0856537,Spacemaker Productions,Comedy
tt18069420,Smurfs,Smurfs,movie,"When Papa Smurf is taken by evil wizards Razamel and Gargamel, Smurfette leads the Smurfs on a mission to the real world to save him.",https://m.media-amazon.com/images/M/MV5BODJhNzZhMDItYWNjYy00YmFhLTgyMjEtZTI4MjA1ZGEyZGFkXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-07-18,false,0,0.0,0,co0147918,International Motion Picture Studios (IMPS),Adventure
tt33050528,Colorful Stage! The Movie: A Miku Who Can't Sing,Gekijô-ban Purojekuto Sekai Kowareta Sekai to Utaenai Miku,movie,Shibuya teen musician Ichika meets Hatsune Miku after hearing her song in a store. The pair work together to help Miku forge emotional connections through music.,https://m.media-amazon.com/images/M/MV5BNjVhMTJkNWQtNTViMy00OGU0LWI1ZDUtOTdkYTQ3MTRiMTFiXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-04-11,false,105,6.5,179,co0922086,Colorful Palette,Animation
tt1633359,The Toxic Avenger,The Toxic Avenger,movie,"A horrible toxic accident transforms downtrodden janitor, Winston Gooze into a new evolution of hero: The Toxic Avenger.",https://m.media-amazon.com/images/M/MV5BMTVmYWE1NzMtZmFlMi00YjcyLTgwMTQtNjFkNWY5YjY2MTRkXkEyXkFqcGc@._V1_.jpg,R,2023,0,2023-09-21,false,102,6.0,542,co0159111,Legendary Entertainment,Action
tt32492552,Untitled the Exorcist/Mike Flanagan Project,Untitled the Exorcist/Mike Flanagan Project,movie,,,,2026,0,2026-03-13,false,0,0.0,0,co0098315,Blumhouse Productions,Horror
tt26597666,Juliet & Romeo,Juliet & Romeo,movie,"Based on the real story that inspired Shakespeare's Romeo and Juliet, follows the greatest love story of all time, set as an original pop musical.",https://m.media-amazon.com/images/M/MV5BMTc3NjM0OTYtZDRlNy00MzE0LWExMmItYzdlOWY1MjJhZjE0XkEyXkFqcGc@._V1_.jpg,PG-13,2025,0,2025-02-14,false,121,0.0,0,co0744053,Hero Entertainment Group,Drama
tt32338669,Mutiny,Mutiny,movie,"After his billionaire industrialist boss is murdered in front of him, Cole Reed is set up to take the fall for the crime -- leaving him on the run as he works to uncover an international conspiracy.",,,2026,0,2026-01-09,false,0,0.0,0,co0535275,MadRiver Pictures,Action
tt10921118,The Street Avenger,The Street Avenger,movie,"A girl loses her father to gang violence. Seeking revenge, she becomes a vigilante fighting rival gangs while evading police. But reality proves unlike comic books.",https://m.media-amazon.com/images/M/MV5BODg4M2ZiNmQtODhkYi00YjhhLWEwMWItOTJlYmYzNTliNDgxXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-24,false,0,0.0,0,co0760520,Angry Troll Studio,Action
tt20990442,Him,Him,movie,A promising young football player joins an isolated compound to train under a dynasty team's aging quarterback.,,R,2025,0,2025-09-19,false,0,0.0,0,co0369235,Monkeypaw Productions,Horror
tt32086034,Holy Cow,Vingt dieux,movie,"Totone's carefree teenage life of drinking and dancing takes a turn when he must provide for his 7-year-old sister. Seeking income, he channels his energy into producing an award-winning comté cheese to claim a competition prize.",https://m.media-amazon.com/images/M/MV5BZDQwY2RkMjItYzQ0NS00NjRiLWI1NjMtM2RkZThlMWJlODE3XkEyXkFqcGc@._V1_.jpg,,2024,0,2025-03-28,false,92,7.2,1073,co0044919,Ex Nihilo,Comedy
tt32654916,Soulm8te,SOULM8TE,movie,"A man acquires an Artificially Intelligent android to cope with the loss of his recently deceased wife. In an attempt to create a truly sentient partner, he inadvertently turns a harmless lovebot into a deadly soulmate.",,,2025,0,2026-01-02,false,0,0.0,0,co0504531,Atomic Monster,Sci-Fi
tt8702454,The Third Parent,The Third Parent,movie,"Amidst the 4th of July celebration, a disturbing figure named Tommy Taffy emerges, disguising himself as a human to infiltrate a suburban neighborhood and impose authoritarian rule over an unsuspecting family.",https://m.media-amazon.com/images/M/MV5BYmRlNWRkNGMtNDZkMi00Mjg3LWI1YTMtMTIxZTQ5N2NmOWE0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-10-31,false,0,0.0,0,co0997794,Walters Media Group,Horror
tt30017619,The Bad Guys 2,The Bad Guys 2,movie,"The Bad Guys are struggling to find trust and acceptance in their newly minted lives as Good Guys, when they are pulled out of retirement and forced to do ""one last job"" by an all-female squad of criminals.",https://m.media-amazon.com/images/M/MV5BZTAyZDA2MmEtYjFlMy00MDAxLWJlMDEtZGNiNGUyYTVmNGVlXkEyXkFqcGc@._V1_.jpg,PG,2025,0,2025-08-01,false,0,0.0,0,co0129164,DreamWorks Animation,Action
tt7193124,We Harvest,We Harvest,movie,"A young surgeon takes a job in corrupt Las Vegas. Facing personal tragedy, he's tempted by coworkers harvesting criminal organs, believing the cause righteous before realizing his moral compromise.",https://m.media-amazon.com/images/M/MV5BZDk0YmI4MTUtZDM3ZC00MGI4LTk5OTUtYjRmNzBiNmU4Zjk0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-10-03,false,90,0.0,0,co0633406,Divine Entertainment,Horror
tt31036941,Jurassic World: Rebirth,Jurassic World: Rebirth,movie,"Five years post-Jurassic World Dominion, an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.",https://m.media-amazon.com/images/M/MV5BYjlmODRkM2YtMDAxOS00ZTA5LTgyYWYtZWI2NjRjMzRkODU0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-07-02,false,0,0.0,0,co0009119,Amblin Entertainment,Action
tt26743210,How to Train Your Dragon,How to Train Your Dragon,movie,"As an ancient threat endangers both Vikings and dragons alike on the isle of Berk, the friendship between Hiccup, an inventive Viking, and Toothless, a Night Fury dragon, becomes the key to both species forging a new future together.",https://m.media-amazon.com/images/M/MV5BODA5Y2M0NjctNWQzMy00ODRhLWE0MzUtYmE1YTAzZjYyYmQyXkEyXkFqcGc@._V1_.jpg,PG,2025,0,2025-06-13,false,0,0.0,0,co0819670,Dreamworks Pictures,Action
tt2263648,What About Love,What About Love,movie,"Two young lovers change the lives of their parents forever when the parents learn from the joyful experience of their kids, and allow themselves to again find their love.",https://m.media-amazon.com/images/M/MV5BYzdhNTJlMDItMzhkYS00ZGQ1LWEyYmYtYjE2ZTQ5NzBhZTQwXkEyXkFqcGc@._V1_.jpg,,2013,0,2024-02-14,false,114,6.6,69,co0053614,Quality Films,Drama
tt23060698,Clown in a Cornfield,Clown in a Cornfield,movie,"A fading midwestern town in which Frendo the clown, a symbol of bygone success, reemerges as a terrifying scourge.",https://m.media-amazon.com/images/M/MV5BNGE1ZjY1Y2MtYWRhMS00Nzc5LWIyNjUtZmE4ZDNlM2EwMDM2XkEyXkFqcGc@._V1_.jpg,R,2025,0,2025-05-09,false,96,8.3,50,co0628817,Rhea Films (II),Comedy
tt1674782,Karate Kid: Legends,Karate Kid: Legends,movie,"Kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City. When a friend needs his help, Li enters a karate competition. Li's teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help.",https://m.media-amazon.com/images/M/MV5BNTFmM2U2MzItMTMzOC00OWI2LWFlZjgtOGJhNTc5MzU5OTM2XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-30,false,118,0.0,0,co0050868,Columbia Pictures,Action
tt27543632,The Housemaid,The Housemaid,movie,"Follows a struggling woman who is happy to start over as a housemaid for an affluent, elite couple.",,,2025,0,2025-12-25,false,0,0.0,0,co0409029,Feigco Entertainment,Thriller
tt15295176,Crystal,Crystal,movie,,https://m.media-amazon.com/images/M/MV5BNzVhNzM0NTctZDQwMS00NjYyLTkzMzYtMTM4YmFlOWM1ODc4XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-30,false,90,0.0,0,co1057746,Masch Global Media,Horror
tt30851137,The Bride,The Bride,movie,"In 1930s Chicago, Frankenstein asks Dr. Euphronius to help create a companion. They give life to a murdered woman as the Bride, sparking romance, police interest, and radical social change.",,,2025,0,2025-09-26,false,0,0.0,0,co0002663,Warner Bros.,Drama
tt28996126,Nobody 2,Nobody 2,movie,"Suburban dad Hutch Mansell, a former lethal assassin, is pulled back into his violent past after thwarting a home invasion, setting off a chain of events that unravels secrets about his wife Becca's past and his own.",https://m.media-amazon.com/images/M/MV5BZjc5ZDMwYWEtM2UxZS00NTkxLTgxOTAtNGU2Yzg1OWUyYzcyXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-08-15,false,0,0.0,0,co0743169,87North,Action
tt7068946,The Accountant 2,The Accountant 2,movie,Christian Wolff applies his brilliant mind and illegal methods to reconstruct the unsolved puzzle of a Treasury chief's murder.,https://m.media-amazon.com/images/M/MV5BNWYxN2Q3MzktZmYwOS00MWU3LTkyNGUtNGY4MGQ4OTMxZmM2XkEyXkFqcGc@._V1_.jpg,R,2025,0,2025-04-25,false,124,7.9,159,co0655304,51 Entertainment,Action
tt12704978,Audrey's Children,Audrey's Children,movie,"1969. Dr. Audrey Evans joins world-renowned children's hospital and battles sexism, medical conventions, and the subterfuge of her peers to develop revolutionary treatments and purchase the first Ronald McDonald House, impacting millions.",https://m.media-amazon.com/images/M/MV5BZDk5ZjUzMWItZWY3NC00NDY1LTllYTctNzU1YWE1ODRmNzBhXkEyXkFqcGc@._V1_.jpg,PG,2024,0,2025-03-28,false,110,8.7,65,co0987400,Emblem Entertainment,Biography
tt33088452,Regretting You,Regretting You,movie,"Centers on the strained relationship between young mother Morgan Grant and her teenage daughter Clara, exacerbated by Morgan's husband Chris's tragic death, forcing them to navigate life's challenges together.",,,2025,0,2025-10-24,false,0,0.0,0,co0002257,Constantin Film,Drama
tt20212786,The Shrouds,The Shrouds,movie,"Karsh, an innovative businessman and grieving widower, builds a device to connect with the dead inside a burial shroud.",https://m.media-amazon.com/images/M/MV5BMzczOGNlMjYtYzcxOC00MTgzLTk1NDEtZGYzMTFjZmMyZDIxXkEyXkFqcGc@._V1_.jpg,,2024,0,2025-04-25,false,119,5.8,733,co0315467,SBS Productions,Drama
tt18259538,Aang: The Last Airbender,Aang: The Last Airbender,movie,Upcoming animated film following Aang and his friends now as young adults several years after the events of the ending of Avatar: The Last Airbender,https://m.media-amazon.com/images/M/MV5BYTcxMmIzYWItZjRiYS00ODQ3LTk0ZjYtZTFjNTIzMGI4NWE4XkEyXkFqcGc@._V1_.jpg,,2026,0,2026-01-20,false,0,0.0,0,co0952762,Avatar Studios (II),Action
tt6857072,Bonhoeffer: Holy Traitor,Bonhoeffer: Holy Traitor,movie,"Dietrich Bonhoeffer was a German pastor, theologian, spy, anti-Nazi dissident, and key founding member of the Confessing Church. His writings on Christianity's role in the secular world have become widely influential.",https://m.media-amazon.com/images/M/MV5BOTBlYjNjYWUtMzNkOS00YzY0LWE5NzMtMTBmOWI4ZjJiNGU0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-04-04,false,132,0.0,0,co0084944,American Talent Management,Adventure
tt26581740,Weapons,Weapons,movie,"An interrelated, multistory horror epic about the disappearance of high school students in a small town.",,,2026,0,2026-01-16,false,0,0.0,0,co0378412,BoulderLight Pictures,Horror
tt30874432,The Watchers,The Watchers,movie,"Luna, a troubled teen is forced to navigate her dark past when a mysterious entity begins stalking her for it. Alone, she tries to balance uncovering the corruption within Elmwood and running from the evil chasing her.",https://m.media-amazon.com/images/M/MV5BZDgwNWNlODMtNmNlZC00Y2ZlLWJmZWMtNDU3YzIwOTNmY2MzXkEyXkFqcGc@._V1_.jpg,Not Rated,2025,0,2025-10-24,false,124,0.0,0,co1043102,ARC Productions,Horror
tt32362890,Beneath the Storm,Beneath the Storm,movie,"Amidst a catastrophic hurricane, a coastal town battles nature's wrath and an onslaught of sharks. Braving torrential rain, debris, and darkness, they unite to survive the deadly predators and make it through the storm.",,,2025,0,2025-08-01,false,0,0.0,0,co0770923,Hyperobject Industries,Thriller
tt30414742,Saw XI,Saw XI,movie,"The 11th installment of the ""Saw"" film series.",https://m.media-amazon.com/images/M/MV5BNjkwZDBiMDEtMzhlMi00NWMwLTg0NTktOGU0OWNjOWUwNGU4XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-09-26,false,0,0.0,0,co0006881,Lionsgate,Horror
tt13782222,"Alexander and the Terrible, Horrible, No Good, Very Bad Road Trip","Alexander and the Terrible, Horrible, No Good, Very Bad Road Trip",movie,"This film follows a Mexican American family who have recently lost their connection to each other and their roots, as they embark on an epic road trip that immediately goes hilariously wrong.",https://m.media-amazon.com/images/M/MV5BOTY3NjM2YjItMTU3Ni00NDEyLTkwZWYtMjE4MTkwYjBhYmRmXkEyXkFqcGc@._V1_.jpg,PG,2025,0,2025-03-28,false,78,0.0,0,co0158853,21 Laps Entertainment,Comedy
tt14855340,'90s Babiez,'90s Babiez,movie,"Savannah has been overrun by the Russian mafia and their new drug. Detective Nixon tries to take down Vladimir Fisk no matter the cost. But Nixon's crusade collides with the ambitions of Monroe Livingston, who's clawing his way to the top.",,,2025,0,2025-05-17,false,140,0.0,0,co0909154,Sole-Nation Films,Crime
